customer_id,identity_segment,age,income,group_size,location,preferred_price_tier,preferred_rest_type,total_spend,avg_order_value,median_order_value,std_order_value,max_order_value,recency_days,mean_order_gap,std_order_gap,min_order_gap,max_order_gap,orders_first_30d,orders_middle_30d,orders_last_30d,orders_last_7d,orders_last_14d,spend_first_30d,spend_middle_30d,spend_last_30d,unique_restaurants,unique_cuisines,unique_rest_types,restaurant_loyalty,cuisine_loyalty,avg_actual_group_size,std_group_size,avg_price_deviation,rest_type_match_rate,churned,single_order_customer,low_activity_customer
1000023,Food Explorer,31,62963,2,HSR,Budget,Quick Bites,20549.66,336.879671815966,288.8099975585937,150.56368057964468,712.79,0.4000015258789062,1.481666640440623,0.95340388008804,0.099998474,4.8999996,23,19,19,5,10,7615.9,5770.5806,7163.18,61,47,9,0.0163934426229508,0.0655737704918032,2.0,0.0,136.9737702666736,0.6065573770491803,0,0,0
1000024,Couple,42,65316,1,Indiranagar,Premium,Cafe,3373.38,674.6759948730469,652.530029296875,172.50679197371414,858.69,6.900001525878906,17.374999523162842,12.36375697823167,3.6999989,31.099998,3,1,1,1,1,2001.3401,513.35,858.69,5,5,1,0.2,0.2,1.0,0.0,330.3240051269531,1.0,0,0,0
1000025,Couple,39,90548,1,MG Road,Premium,Lounge,5907.78,1476.9449462890625,1472.1349487304688,487.56203118695066,2057.14,78.10000038146973,2.633333206176758,1.3316660008690009,1.0999994,3.5,4,0,0,0,0,5907.7803,0.0,0.0,4,3,3,0.25,0.5,1.0,0.0,409.7599487304688,0.5,1,0,0
1000026,Student,20,31826,2,Ejipura,Budget,Cafe,4691.25,469.1250030517578,494.4800109863281,100.84675716059654,646.61,4.0,8.744444423251682,3.144087244884353,4.5999985,12.8,3,3,4,1,2,1149.8301,1471.1101,2070.31,9,9,4,0.2,0.2,2.0,0.0,87.73500061035156,0.7,0,0,0
1000027,Office Worker,36,76719,1,Koramangala 7th Block,Budget,Quick Bites,653.16003,326.5800018310547,326.5800018310547,75.3917431366263,379.89,41.900001525878906,15.39999771118164,3.961290483949356,15.399998,15.399998,0,2,0,0,0,0.0,653.16003,0.0,2,2,1,0.5,0.5,1.0,0.0,149.5800018310547,1.0,1,0,0
1000028,Student,21,14485,1,Brigade Road,Budget,Quick Bites,1878.16,469.5400123596192,356.2300109863281,328.6334322315515,951.96,23.599998474121094,18.73333390553792,8.409717488104299,13.099999,28.400002,2,1,1,0,0,1165.7001,347.32,365.14,4,4,2,0.25,0.25,1.0,0.0,237.1700096130371,0.75,0,0,0
1000030,Family,20,68846,3,Basavanagudi,Mid-range,Casual Dining,5192.21,741.7442932128906,682.510009765625,269.0522070907859,1265.41,5.900001525878906,13.483332951863607,8.523946824038042,3.4000015,25.400002,2,1,4,1,2,1766.9,600.54,2824.77,7,7,1,0.1428571428571428,0.1428571428571428,3.0,0.0,233.43572562081476,1.0,0,0,0
1000031,Family,20,67142,5,Brigade Road,Mid-range,Casual Dining,15272.622,848.4788903130425,856.6050109863281,352.648765082256,1729.37,2.8000030517578125,4.923529232249541,3.4952696603640976,0.40000153,16.3,7,5,6,3,5,6779.17,3314.31,5179.14,18,17,2,0.0555555555555555,0.1111111111111111,5.0,0.0,298.3766682942708,0.9444444444444444,1,0,0
1000032,Food Explorer,26,90049,1,HSR,Budget,Meat Shop,2924.4202,584.8840133666993,491.260009765625,374.8993475057387,1104.17,46.59999847412109,7.125000476837158,7.360423245406115,2.2999992,17.9,1,4,0,0,0,1104.17,1820.25,0.0,5,5,3,0.2,0.2,1.0,0.0,271.34401245117186,0.0,1,0,0
1000033,Office Worker,37,48151,1,Vasanth Nagar,Budget,Quick Bites,4137.6904,344.80750401814777,318.8800048828125,124.82398804941823,523.82,27.900001525878903,5.072727116671476,2.364356770449547,1.5,9.1,5,6,1,0,0,1849.9901,1763.8801,523.82,12,12,1,0.0833333333333333,0.0833333333333333,1.0,0.0,142.54750442504883,1.0,0,0,0
1000034,Office Worker,31,72261,1,JP Nagar,Budget,Casual Dining,2592.4702,648.1174926757812,579.0899963378906,214.599637035167,961.1,5.099998474121094,23.200000762939453,10.692521617440518,14.400002,35.100002,1,1,2,1,1,961.1,473.19,1158.1799,4,4,2,0.25,0.25,1.0,0.0,214.11749267578125,0.75,0,0,0
1000035,Office Worker,31,39354,2,Koramangala 7th Block,Mid-range,Quick Bites,1041.15,520.5750045776367,520.5750045776367,390.6694294220092,796.82,23.099998474121094,36.30000305175781,3.961290483949356,36.300003,36.300003,0,1,1,0,0,0.0,244.33,796.82,2,2,1,0.5,0.5,2.0,0.0,276.2449951171875,1.0,0,0,0
1000037,Student,19,27876,2,Kalyan Nagar,Budget,Food Court,3770.5398,418.94888644748266,407.6900024414063,171.89863432642048,652.72,3.0999984741210938,10.612500190734863,6.291589979260023,1.9000015,20.400002,3,3,3,1,2,919.61,1504.75,1346.1799,9,9,3,0.1111111111111111,0.1111111111111111,2.0,0.0,150.33110894097223,0.4444444444444444,0,0,0
1000038,Office Worker,35,42411,2,JP Nagar,Mid-range,Delivery,1916.3,479.0750122070313,482.8550109863281,196.77605364670188,699.53,4.900001525878906,22.16666603088379,18.912779919220647,5.1000004,42.499996,2,0,2,1,1,950.59,0.0,965.71,4,4,1,0.25,0.25,2.0,0.0,174.19000244140625,1.0,0,0,0
1000039,Student,18,11453,1,Central Bangalore,Budget,Quick Bites,3327.7798,415.9725017547608,359.5449981689453,189.40032172565836,813.52,4.599998474121094,10.100000245230538,5.336666537627982,3.5,15.900002,2,4,2,1,1,838.56,1963.8501,525.37,8,7,2,0.125,0.25,1.0,0.0,146.74749946594238,0.875,0,0,0
1000041,Office Worker,39,72324,2,Rajajinagar,Budget,Delivery,8090.12,475.8894114774816,363.6300048828125,254.56190537351907,1131.76,6.3000030517578125,4.749999821186066,4.135215096866475,1.6000023,16.100002,4,9,4,1,3,2392.6401,3709.04,1988.4401,17,15,3,0.0588235294117647,0.1176470588235294,2.0,0.0,174.91411635454963,0.8823529411764705,0,0,0
1000042,Couple,43,142959,3,Electronic City,Premium,Lounge,15583.72,1298.6433207194011,1273.9299926757812,367.7547651687538,2130.89,9.699996948242188,6.036363948475231,3.798491702192488,2.3000011,13.599998,3,5,4,0,2,4691.51,6129.03,4763.1797,10,5,2,0.1666666666666666,0.4166666666666666,3.0,0.0,418.3183288574219,0.9166666666666666,0,0,0
1000043,Family,33,131883,3,BTM,Premium,Casual Dining,3444.5598,688.9119873046875,708.5499877929688,81.11351525599947,772.22,18.30000305175781,12.649999141693115,8.49175965767062,5.8999996,24.699997,2,1,2,0,0,1377.29,586.5,1480.77,5,5,1,0.2,0.2,3.0,0.0,353.0880126953125,1.0,0,0,0
1000044,Office Worker,38,58589,1,Whitefield,Budget,Delivery,4301.56,430.15600433349607,406.5199890136719,173.9382400984137,784.46,18.599998474121094,7.677777899636163,5.469410478471845,0.79999924,17.099998,3,5,2,0,0,1211.8099,2277.54,812.20996,10,9,4,0.1,0.2,1.0,0.0,121.70000610351562,0.7,0,0,0
1000045,Couple,29,117043,3,BTM,Mid-range,Microbrewery,13816.3,1727.0375213623047,1745.3550415039062,798.7743013236176,2869.29,19.900001525878903,9.128571237836566,8.540240360583866,1.2999992,24.099998,2,5,1,0,0,4366.16,8881.03,569.11,5,3,2,0.25,0.625,3.0,0.0,1019.260025024414,0.875,0,0,0
1000046,Couple,29,129201,2,JP Nagar,Mid-range,Cafe,4639.15,773.191660563151,859.8299865722656,256.9384174845118,1030.14,6.3000030517578125,15.719999313354492,6.353503962677999,7.7999954,21.4,2,2,2,1,1,1719.6599,1347.46,1572.03,6,6,4,0.1666666666666666,0.1666666666666666,2.0,0.0,195.07166544596356,0.5,0,0,0
1000047,Office Worker,29,67752,1,Ejipura,Budget,Delivery,3171.68,634.3359954833984,776.1599731445312,262.6389884590355,880.03,36.70000076293945,12.099999904632568,6.248733620074996,5.0,17.5,3,2,0,0,0,2046.1599,1125.52,0.0,5,5,3,0.2,0.2,1.0,0.0,418.3359954833985,0.6,0,0,0
1000048,Office Worker,23,49164,2,Indiranagar,Mid-range,Cafe,3660.0,457.5,427.8249969482422,191.2996225627525,746.77,3.900001525878906,10.942856924874445,6.466543286812856,3.5,23.099998,4,1,3,1,1,1680.47,746.77,1232.76,8,8,3,0.125,0.125,2.0,0.0,162.5625,0.625,0,0,0
1000049,Family,29,166774,3,Ulsoor,Mid-range,Dessert Parlor,1408.1699,469.38999430338544,440.0899963378906,70.48577365768635,549.8,2.0,20.299999237060547,2.1213149487630334,18.800003,21.799995,0,1,2,1,1,0.0,418.28,989.89,3,3,2,0.3333333333333333,0.3333333333333333,3.0,0.0,425.61000569661456,0.6666666666666666,0,0,0
1000050,Student,23,27581,3,JP Nagar,Budget,Quick Bites,875.4,291.8000030517578,323.69000244140625,75.09764405713491,345.69,6.400001525878906,33.74999809265137,2.1920326401172803,32.199997,35.3,1,1,1,1,1,323.69,345.69,206.02,3,3,2,0.3333333333333333,0.3333333333333333,3.0,0.0,52.45333353678385,0.6666666666666666,0,0,0
1000051,Student,23,31933,3,Whitefield,Budget,Quick Bites,11223.35,374.1116658528646,337.07000732421875,168.61763915654922,964.61,57.79999923706055,1.0758620952737743,0.6962426081948841,0.10000038,3.5,27,3,0,0,0,10189.0,1034.35,0.0,30,26,5,0.0333333333333333,0.0666666666666666,3.0,0.0,129.25499877929687,0.8,1,0,0
1000052,Student,20,23931,2,Jayanagar,Budget,Cafe,34481.83,522.4519681063565,500.8600006103516,195.31758487011487,987.28,4.099998474121094,1.315384638767976,0.7527510644023632,0.0,3.699997,24,25,17,3,7,12984.5,12993.82,8503.51,66,50,11,0.0151515151515151,0.0454545454545454,2.0,0.0,177.3656040538441,0.6969696969696969,0,0,0
1000053,Couple,30,94991,2,Basaveshwara Nagar,Premium,Cafe,3499.08,874.7699890136719,875.6649780273438,499.0946107293843,1408.12,3.4000015258789062,24.03333282470703,6.864642801755784,16.2,29.0,1,2,1,1,1,1172.69,918.27,1408.12,4,4,4,0.25,0.25,2.0,0.0,473.7900085449219,0.25,0,0,0
1000054,Family,32,161186,1,JP Nagar,Mid-range,Fine Dining,5299.5903,757.0842939104352,616.8699951171875,454.1548633473223,1691.1,20.5,8.96666669845581,5.0002662127515904,2.7000008,17.199999,2,3,2,0,0,947.58997,2081.82,2270.18,3,3,2,0.7142857142857142,0.7142857142857142,1.0,0.0,298.7100001743861,0.8571428571428571,0,0,0
1000055,Family,24,133394,3,MG Road,Mid-range,Fine Dining,6099.21,1219.8419799804688,623.4500122070312,955.8107467523816,2443.18,0.6999969482421875,13.975000381469728,9.332871517836454,4.299999,25.7,0,2,3,1,2,0.0,2480.3699,3618.8398,3,2,1,0.6,0.6,3.0,0.0,748.6059692382812,1.0,0,0,0
1000056,Couple,27,127590,2,Marathahalli,Premium,Cafe,7501.3,1250.2166544596355,1195.1549682617188,523.8872281677924,2021.55,22.400001525878903,12.379999542236328,5.958775606542664,7.0999985,22.5,2,2,2,0,0,1563.59,2920.9502,3016.7598,6,5,2,0.1666666666666666,0.3333333333333333,2.0,0.0,632.9666951497396,0.8333333333333333,1,0,0
1000057,Office Worker,40,83396,3,HSR,Mid-range,Delivery,25941.396,447.2653450801455,432.2050018310547,169.28774532482697,1062.71,0.0999984741210937,1.5403509056359006,0.9576499478486944,0.19999695,3.7000046,19,20,19,4,9,9012.41,8139.9907,8788.989,58,44,8,0.0172413793103448,0.0862068965517241,3.0,0.0,148.98982817551186,0.793103448275862,0,0,0
1000058,Family,44,94096,3,Koramangala 6th Block,Mid-range,Casual Dining,6244.17,693.7966681586372,717.0700073242188,195.8814909847892,928.14,3.900001525878906,10.387499809265137,5.383689055457576,3.3999996,19.0,4,2,3,1,2,2409.2002,1581.23,2253.74,9,8,1,0.1111111111111111,0.2222222222222222,3.0,0.0,149.57888793945312,1.0,0,0,0
1000060,Student,19,13736,1,Old Airport Road,Budget,Cafe,1296.99,324.2475051879883,309.32000732421875,103.26875178516364,458.53,13.5,21.76666641235352,8.105141330610946,16.5,31.099998,1,2,1,0,1,345.45,678.35,273.19,4,4,3,0.25,0.25,1.0,0.0,77.74250030517578,0.5,1,0,0
1000061,Family,50,131988,3,Bommanahalli,Mid-range,Casual Dining,3124.47,1041.489969889323,964.72998046875,202.30375186529545,1270.94,18.0,26.94999885559082,21.566754128791395,11.700001,42.199997,1,0,2,0,0,888.8,0.0,2235.67,3,3,1,0.3333333333333333,0.3333333333333333,3.0,0.0,325.48996988932294,1.0,0,0,0
1000062,Office Worker,26,78460,1,Sarjapur Road,Budget,Delivery,1385.9,461.96666463216144,467.2699890136719,75.07561385848332,534.25,75.80000019073486,6.449999809265137,3.181980515339464,4.2,8.7,3,0,0,0,0,1385.9,0.0,0.0,3,3,2,0.3333333333333333,0.3333333333333333,1.0,0.0,72.7133280436198,0.6666666666666666,1,0,0
1000064,Couple,35,53279,1,Koramangala 7th Block,Premium,Cafe,13669.119,1242.6472611860795,1109.8299560546875,563.9292814033756,2005.82,9.599998474121094,7.040000152587891,2.8198500710177465,3.699997,11.6,2,4,5,0,1,3095.81,4344.25,6229.0596,10,9,4,0.1818181818181818,0.2727272727272727,1.0,0.0,548.7109153053977,0.7272727272727272,0,0,0
1000065,Family,31,60199,1,Ejipura,Mid-range,Casual Dining,10695.94,891.3283462524414,800.239990234375,367.39933802804114,1549.93,4.0,7.300000104037198,7.216370591161042,1.0000019,25.7,1,6,5,1,2,982.07,5525.75,4188.12,12,12,1,0.0833333333333333,0.0833333333333333,1.0,0.0,306.9483362833659,1.0,0,0,0
1000066,Family,47,141485,5,Kalyan Nagar,Mid-range,Fine Dining,12423.061,1774.7228131975446,1623.2099609375,1470.5963287315349,4137.53,9.300003051757812,10.249999364217125,4.805307774050452,5.299999,18.799995,2,3,2,0,1,4293.8496,4779.4097,3349.8,7,4,3,0.1428571428571428,0.5714285714285714,5.0,0.0,1313.0485316685267,0.7142857142857142,1,0,0
1000067,Family,35,92348,6,BTM,Mid-range,Cafe,12427.421,690.4122212727865,728.4400024414062,203.5241743345433,1145.48,8.699996948242188,4.14705899182488,2.6358393303788605,0.69999695,10.5,5,8,5,0,1,3438.21,5106.8496,3882.36,18,14,2,0.0555555555555555,0.2222222222222222,6.0,0.0,302.641109890408,0.9444444444444444,0,0,0
1000069,Student,22,11967,1,Koramangala 5th Block,Budget,Quick Bites,17968.12,359.3623991394043,323.2900085449219,179.52808549272126,831.77,0.5,1.7204081671578544,1.1098010999252907,0.20000076,4.1000004,16,19,15,3,7,5993.6094,6145.771,5828.74,50,30,6,0.02,0.16,1.0,0.0,137.67799743652344,0.82,0,0,0
1000070,Office Worker,35,34518,1,Koramangala 6th Block,Budget,Food Court,13109.261,409.66437578201294,401.884994506836,131.06590973682725,718.35,27.0,1.9451612887843963,1.2406550845778777,0.40000153,4.5,15,15,2,0,0,6416.9297,5983.2197,709.11,31,22,5,0.0625,0.09375,1.0,0.0,123.89437770843506,0.8125,1,0,0
1000071,Student,22,23202,1,Koramangala 5th Block,Budget,Cafe,1623.1699,541.0566609700521,507.0299987792969,294.39851499655657,850.99,22.5,29.0,24.748737341529164,11.5,46.5,1,1,1,0,0,265.15,507.03,850.99,3,3,1,0.3333333333333333,0.3333333333333333,1.0,0.0,410.05666097005206,1.0,0,0,0
1000072,Office Worker,31,71314,1,Whitefield,Budget,Casual Dining,1308.39,436.1299947102864,416.239990234375,107.38552711209373,552.07,4.8000030517578125,26.14999771118164,12.232944077649307,17.5,34.799995,0,2,1,1,1,0.0,756.31995,552.07,3,3,1,0.3333333333333333,0.3333333333333333,1.0,0.0,291.12999471028644,1.0,0,0,0
1000073,Couple,31,138624,2,Koramangala 7th Block,Premium,Lounge,14654.09,1465.4090057373046,1611.4400024414062,609.4874985196344,2097.55,6.0,7.677777820163303,4.131821085922462,1.199997,14.999998,3,3,4,1,3,3313.5898,5073.88,6266.62,10,6,3,0.1,0.4,2.0,0.0,559.0090087890625,0.8,0,0,0
1000074,Student,20,22072,1,Koramangala 6th Block,Budget,Quick Bites,1170.61,234.12199859619145,155.89999389648438,154.16687817800306,483.56,20.400001525878903,11.924999713897703,9.18708310346998,2.2999992,23.3,2,2,1,0,0,290.3,597.58,282.73,5,5,2,0.2,0.2,1.0,0.0,118.79400482177736,0.8,1,0,0
1000075,Student,24,26139,1,Lavelle Road,Budget,Dessert Parlor,926.19995,308.7333272298177,242.3699951171875,158.54830157223773,489.68,70.60000038146973,6.499999761581421,1.4142138995478832,5.4999995,7.5,3,0,0,0,0,926.19995,0.0,0.0,3,3,2,0.3333333333333333,0.3333333333333333,1.0,0.0,139.73332722981772,0.3333333333333333,1,0,0
1000076,Office Worker,29,81606,1,Bellandur,Budget,Casual Dining,974.52,487.259994506836,487.259994506836,87.92165458323295,549.43,68.10000038146973,15.199999809265137,3.961290483949356,15.2,15.2,2,0,0,0,0,974.52,0.0,0.0,2,2,2,0.5,0.5,1.0,0.0,119.25999450683594,0.5,1,0,0
1000077,Office Worker,40,55912,1,New BEL Road,Mid-range,Quick Bites,1523.71,380.9275016784668,341.59999084472656,166.73374517580402,596.96,21.0,17.299999872843426,9.266605168648685,11.900002,27.999998,1,2,1,0,0,596.96,499.22998,427.52,4,4,3,0.25,0.25,1.0,0.0,188.5525131225586,0.5,0,0,0
1000078,Family,25,85036,3,BTM,Mid-range,Casual Dining,20629.709,793.4503901554988,785.0599975585938,349.22996881943465,1969.53,49.79999923706055,1.5840000295639038,1.0435036558585042,0.10000038,3.7999992,19,7,0,0,0,13595.61,7034.0996,0.0,26,25,1,0.0384615384615384,0.0769230769230769,3.0,0.0,263.79269526554987,1.0,1,0,0
1000079,Family,25,159050,2,Koramangala 7th Block,Mid-range,Dessert Parlor,2731.34,303.4822252061632,284.3800048828125,96.19320391589068,472.0,12.400001525878906,9.06249976158142,3.520526546700555,4.0,14.399998,3,3,3,0,1,933.12,724.78,1073.44,9,5,1,0.1111111111111111,0.4444444444444444,2.0,0.0,650.5177815755209,1.0,1,0,0
1000080,Couple,31,50229,2,Bellandur,Premium,Pub,15294.17,1176.474609375,1136.739990234375,451.2787939770875,2333.05,10.199996948242188,6.425000230471293,2.923922104287032,2.4,11.800003,6,4,3,0,1,7167.1504,3803.08,4323.94,13,10,4,0.0769230769230769,0.1538461538461538,2.0,0.0,367.27308067908655,0.6923076923076923,0,0,0
1000081,Family,20,93115,5,Bommanahalli,Mid-range,Casual Dining,1290.47,645.2349853515625,645.2349853515625,56.05236835533695,684.87,72.5,9.0,3.961290483949356,9.0,9.0,2,0,0,0,0,1290.47,0.0,0.0,2,2,2,0.5,0.5,5.0,0.0,39.635009765625,0.5,1,0,0
1000082,Office Worker,38,37829,1,Frazer Town,Mid-range,Quick Bites,3220.8599,357.87333340115015,365.5799865722656,111.46118541234836,559.45,1.3000030517578125,9.22499966621399,6.40708385843802,2.3999977,19.800001,1,3,5,1,3,365.58,1047.47,1807.8099,9,9,1,0.1111111111111111,0.1111111111111111,1.0,0.0,177.11555650499133,1.0,0,0,0
1000083,Couple,31,114349,1,Richmond Road,Premium,Cafe,2169.33,723.1100107828776,716.6599731445312,473.6279648625586,1199.93,61.89999961853027,7.75,3.747665400809041,5.1000004,10.4,3,0,0,0,0,2169.33,0.0,0.0,3,3,1,0.3333333333333333,0.3333333333333333,1.0,0.0,652.8899943033854,1.0,1,0,0
1000084,Student,18,16740,1,Koramangala 8th Block,Budget,Quick Bites,723.17004,361.5850067138672,361.5850067138672,67.28120591406271,409.16,18.400001525878903,61.59999847412109,3.961290483949356,61.6,61.6,1,0,1,0,0,314.01,0.0,409.16,2,2,1,0.5,0.5,1.0,0.0,70.58500671386719,1.0,0,0,0
1000085,Student,22,18607,1,Whitefield,Budget,Cafe,3809.31,544.1871403285435,520.8400268554688,265.03451150729853,961.42,66.60000038146973,2.949999968210856,1.6825579250392024,0.29999924,4.8,7,0,0,0,0,3809.31,0.0,0.0,7,7,2,0.1428571428571428,0.1428571428571428,1.0,0.0,268.2557133265904,0.7142857142857142,1,0,0
1000086,Student,24,26306,2,Brookefield,Budget,Dessert Parlor,1831.4199,261.63143048967635,262.79998779296875,88.0345590371448,422.28,4.8000030517578125,12.283332824707031,10.039803761342114,2.5,31.5,1,2,4,1,1,253.18,457.24,1121.0,7,5,2,0.1428571428571428,0.4285714285714285,2.0,0.0,118.3057120186942,0.8571428571428571,0,0,0
